1297	jpn	きみにちょっとしたものをもってきたよ。
4702	jpn	何かしてみましょう。
4703	jpn	私は眠らなければなりません。
4704	jpn	何してるの？
4705	jpn	今日は６月１８日で、ムーリエルの誕生日です！
4706	jpn	お誕生日おめでとうムーリエル！
4707	jpn	ムーリエルは２０歳になりました。
4708	jpn	パスワードは「Muiriel」です。
4709	jpn	すぐに戻ります。
4710	jpn	知らない。
4711	jpn	何と言ったら良いか分かりません。
4712	jpn	きりがない。
4713	jpn	何と言ったらいいか・・・。
4714	jpn	こいつは悪いウサギだった。
4715	jpn	私は山にいました。
4716	jpn	それは最近の写真？
4717	jpn	時間があるか分かりません。
4718	jpn	先程、どういうわけかマイクが入りませんでした。
4720	jpn	この世界の教育にはがっかりしてしまう。
4726	jpn	私は一日に100ユーロ稼ぎます。
4727	jpn	すぐに諦めて昼寝をするかも知れない。
4728	jpn	それはあなたが一人になりたくないからです。
4729	jpn	そんなことは起きないでしょう。
4730	jpn	彼は時々変です。
4731	jpn	あなたの勉強を邪魔しないようにします。
4732	jpn	みんなもそうなのかな、と思うことくらいしかできない。
4733	jpn	長い目で見れば違ってくると思います。
4734	jpn	心配しないで。
4735	jpn	会えなくて淋しい。
4736	jpn	明日帰ったら電話します。
4737	jpn	私はいつも不思議な性格の方が好きだった。
4738	jpn	眠った方がいいよ。
4739	jpn	行くよ。
4740	jpn	私は彼らにチケットをもう一枚送ってくれるように頼んだ。
4741	jpn	君は僕にとてもいらいらしている。
4742	jpn	私はそんな風には生きられない。
4743	jpn	私は一時期、天体物理学者になりたかった。
4744	jpn	生物学は好きになれません。
4745	jpn	僕が最後に自分の考えを伝えた人は、僕を気違いだと思ったようだ。
4746	jpn	残念ながらそれは本当なのです。
4747	jpn	大抵の人は僕を気違いだと思っている。
4748	jpn	私は違います。あなたです。
4749	jpn	それは私の台詞だよ！
4750	jpn	彼は私を蹴っています！
4751	jpn	本当？
4752	jpn	そうしたらひとつ問題があって・・・。
4753	jpn	あ！蝶々がいる！
4754	jpn	急いで！
4755	jpn	驚くことではないね。
4757	jpn	私はなぜか夜の方が元気だ。
4758	jpn	それは文脈による。
4759	jpn	冗談でしょ！？
4760	jpn	こんな馬鹿なことは言ったことが無い。
4761	jpn	のろまにはなりたくない。かっこ良くなりたい！！
4762	jpn	大きくなったら王様になりたい。
4763	jpn	お金を稼ぎたいならアメリカが一番だ。
4764	jpn	僕はすごく太ってる。
4765	jpn	だから何？
4766	jpn	こらしめてやる。
4767	jpn	言ってみただけだよ！
4768	jpn	それで彼らの気が変わったのかも知れない。
4769	jpn	兄弟がいるとどんなだろうといつも思う。
4770	jpn	私ならそう言っただろうと思う。
4771	jpn	いつまでかかっても全部を説明するのは無理だ。
4772	jpn	あなたが女の子だからよ。
4773	jpn	時々感情が抑えられないことがある。
4774	jpn	これは代わりになるものをみつけたい単語だ。
4775	jpn	自分勝手にするつもりはない。
4776	jpn	最悪の場合を考えておこう。
4777	jpn	親友は何人いる？
4778	jpn	私は反社会的かもしれないけれど人と話さないわけではない。
4779	jpn	そういうものなんです。
4780	jpn	失礼に振舞ったりしないのが一番だと思う。
4781	jpn	時間はいくらでも作れる。
4782	jpn	僕は不幸かも知れないけれど自殺はしない。
4783	jpn	高校生の時は毎朝6時に起きていた。
4784	jpn	起きた時私は悲しかった。
4785	jpn	あなたは新しいことを勉強したいのだと思った。
4786	jpn	多くの人が日常のことについて文を書く。
4787	jpn	それをするためには危険を冒さなければならない。
4788	jpn	孤独な人は、他人を恐れるから一人なのだ。
4789	jpn	なんで聞くの？
4790	jpn	私は芸術家ではない。全然向いていない。
4791	jpn	もう彼女には言えないよ。そんなに単純なことではなくなってきたからね。
4792	jpn	傷を付けたのは私だけど、こんなの簡単に直せる傷よ。
4793	jpn	欲しいものがみつかると、決まって高いものだ。
4794	jpn	どのくらいいたの？
4795	jpn	たぶん彼にしてみれば同じことよ。
4796	jpn	潔白であることは美しいことだ。
4797	jpn	人間は決して永遠には生きられないものだ。
4798	jpn	行き過ぎたものであっても、僕は自分の考えをなくしたくない。
4799	jpn	それは面白い。
4800	jpn	自分のかっこ良さをわざと隠すということ？
4801	jpn	もし誰かにこの話の要点は何かって尋ねられても、私はさっぱりわからないわ。
4802	jpn	それがどこから来たのか分からなかった。
4803	jpn	僕が君と一緒に住んだことは君の人生観に影響を与えたと思う。
4804	jpn	これは重要ではない。
4805	jpn	好きにはなれなかった。
4806	jpn	彼女は、どうしてそんなことが可能なのかと尋ねている。
4807	jpn	君はただ人生の問題から逃げているだけだよ。
4808	jpn	歌詞を見てみれば、あまり意味が無いことに気付くでしょう。
4809	jpn	君の気付いていない問題がある。
4810	jpn	できるよ！
4811	jpn	私の物理の先生は授業をサボっても気にしない。
4812	jpn	日本へ行けたらいいのに。
4813	jpn	人ごみは大嫌い。
4814	jpn	私は寝なければなりません。
4815	jpn	その後私はそこを出るんだけど、鞄を忘れてきたことに気付くんだ。
4816	jpn	今日はもう聞かないよ。
4817	jpn	来週には凍るかも知れない。
4818	jpn	謝罪はあったにせよ、私はまだ彼に腹を立てている。
4819	jpn	警察はあなたに弾丸をみつけさせるでしょう。
4820	jpn	なぜみんなが私のことを気違いだと思うのか、遂に説明してくれてありがとう。
4821	jpn	そんなつもりではなかったんだ。
4822	jpn	説明してくれてありがとう。
4823	jpn	理論的には、私は数学をしている。
4824	jpn	何が起きたの？
4825	jpn	丸一日オンラインで君を見ないなんてびっくりだよ。
4826	jpn	何が言いたいのか分からないなあ。
4827	jpn	私のパソコンは何かの役に立つはずだ。
4828	jpn	自由について私に話したかったの？
4829	jpn	ああ、凄く変だなあ・・・。
4830	jpn	恐い話が聞きたいなら、数週間前に私が見た夢のことを話してあげるよ。
4831	jpn	学校に全てを求めることはできない。
4832	jpn	分からない言葉がたくさんある。
4833	jpn	私よりも物知りな数学者が自分のことをはっきりと表現できていないのを見るのは心地の良いものではない。
4834	jpn	君は本当は馬鹿ではない。
4835	jpn	バカな質問があるんだ。
4836	jpn	こんなに明らかなことをわざわざどうやって説明したらいいのか分からない。
4837	jpn	ウィキペディアでいつかバイアグラを検索するなんて思ってもみなかったわ。
4838	jpn	何か他の言い方はある？
4839	jpn	誰にも分からないよ。
4840	jpn	答えが分かったんだ、でもあまりにすぐに分かったものだから正解であるはずがないんだ。
4841	jpn	面白そう！
4842	jpn	だけど、ここではそんなに簡単ではないんです。
4843	jpn	私はロウソクの灯りって好きだな。
4844	jpn	何て答えたの？
4845	jpn	違うよ、新しい彼じゃない。
4846	jpn	痩せる必要がないというのは残念だ。
4847	jpn	授業が全然無いとでも言うの？！
4848	jpn	何が問題なの？
4849	jpn	待つしかない。
4850	jpn	そんなに驚くことじゃないよね？
4851	jpn	愛してる。
4852	jpn	もう好きじゃない。
4853	jpn	私は好奇心が強いです。
4854	jpn	おめでとうございます。
4855	jpn	そんなに待ちたくない。
4856	jpn	家に来ませんか。
4857	jpn	でも可能性は低そうだね。
4858	jpn	ログアウトするんじゃなかったよ。
4860	jpn	もう何をしたらいいか分からない。
4861	jpn	いつかフランスに行くことは避けられない、それがいつかは分からないけれど。
4862	jpn	化学が嫌いだ。
4863	jpn	こんなことにはなって欲しくなかった。
4864	jpn	君には何が起こるか分かるんじゃないかと思うけどね。
4865	jpn	君が次に分かることは君が新聞に載るってことだ。
4866	jpn	他にどんな選択肢があるの？
4867	jpn	僕はそんなに旅行好きではない。
4868	jpn	それをするより他はない。
4869	jpn	説明もできないよ。
4870	jpn	誰にでも長所と短所がある。
4871	jpn	でもほんとに、エピソード21には涙が出るほど笑ったよ。
4872	jpn	君がロボットではないってことは分かる。
4873	jpn	ロボットなんかに私がなるわけないでしょう？ロボットは夢を見ないんだから。
4875	jpn	それは誰にでもできるというものではない。
4876	jpn	まだ持ってるか分からないなあ。
4877	jpn	何をしてたと思う？
4878	jpn	私の力を甘く見ないで。
4879	jpn	私の母はあまり英語が上手に話せない。
4880	jpn	私はフランス語がそんなにきちんとは話せない。
4881	jpn	今日君は来るのかなと思っていたところだよ。
4882	jpn	そこに問題がある。
4883	jpn	宇宙でどうやって食べ物をみつけるの？
4884	jpn	お互いを信頼し合うしかない。
4885	jpn	みんなあなたに会いたがってる。あなたは有名なのよ！
4886	jpn	してもいないことをどうして謝るの？
4887	jpn	堅い書き物は大嫌いだ。
4888	jpn	外国人って面白いなあ。
4889	jpn	私が何をしようと彼女はもっとうまくできると言うんだ。
4890	jpn	何でこんなに遅くまで起きてるの？
4891	jpn	一週間でどれほどのことが学べるか、自分でもびっくりするはずだよ！
4892	jpn	一緒に旅行してくれる人がいないんだ。
4893	jpn	忍耐が耐えられないこともある。
4894	jpn	真実のみが美しい。
4895	jpn	明日、彼は月に着陸する。
4896	jpn	私は日本語が話せない。
4897	jpn	これは駄洒落です。
4898	jpn	誰も私のことを分かってくれない。
4899	jpn	僕は彼女無しに生きる術を学んだ。
4900	jpn	これ以上考えても無駄だ。
4901	jpn	最近考えることが多過ぎる。
4902	jpn	メールをチェックしたかっただけ。
4903	jpn	その答えを知るのにあなたは本当にその質問をする必要があるのかしら。
4904	jpn	私達がしなければならないことそれぞれの背後には自分たちがしたい何かがあると思うんだ。
4905	jpn	何でうまくいかないか君に説明するにはずいぶん時間がかかりそうだ。
4906	jpn	うまく言えないんだけど・・・自分も理解していないことを君に説明しようとしてるんだ。
4907	jpn	私のことを凡人だと思うのはやめて！
4910	jpn	有り得ない！
